DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,A_WS,A_POWER,YD15
2021/12/9 14:00,6.4,32513.46,266,-1.2,59,824,5.8,28136,30767
2021/12/9 14:15,6.5,33095.58,267,-1.2,59,824,6.4,33765,27776
2021/12/9 14:30,6.6,33525.8,268,-1.3,59,824,6.5,35197,34429
2021/12/9 14:45,6.7,33956.02,270,-1.4,60,824,7.3,46481,35680
2021/12/9 15:00,6.8,34386.24,270,-1.5,60,824,7.6,50348,42958
2021/12/9 15:15,6.8,34363.7,272,-1.6,60,824,8.2,54986,49969
2021/12/9 15:30,6.7,33888.4,273,-1.8,61,824,7.5,47015,52425
2021/12/9 15:45,6.6,33413.1,273,-1.9,61,824,7,39455,45414
2021/12/9 16:00,6.5,32937.8,274,-2.1,62,824,7.7,46392,37823
2021/12/9 16:15,6.4,32797.66,275,-2.4,63,824,7.3,46724,43092
2021/12/9 16:30,6.4,32993.66,276,-2.9,65,824,7.9,53155,47424
2021/12/9 16:45,6.4,33189.66,277,-3.4,66,825,8.1,56816,51041
2021/12/9 17:00,6.5,33385.66,278,-3.9,68,825,8.4,57616,56846
2021/12/9 17:15,6.6,33973.66,280,-4.3,69,825,8.9,64905,56891
2021/12/9 17:30,6.8,34952.68,283,-4.5,69,825,9.6,72755,62428
2021/12/9 17:45,7,35931.7,285,-4.8,70,825,10.1,67152,71448
2021/12/9 18:00,7.2,36910.72,287,-5,70,825,9.3,67140,66402
2021/12/9 18:15,7.4,37596.72,289,-5.2,70,825,9.1,63034,63053
2021/12/9 18:30,7.5,37988.72,290,-5.4,69,825,9.7,59926,66179
2021/12/9 18:45,7.5,38380.72,293,-5.5,68,825,9.7,61999,57918
2021/12/9 19:00,7.6,38772.72,294,-5.7,67,825,9.8,60598,60195
2021/12/9 19:15,7.6,39173.54,296,-5.9,67,825,9.8,63005,59749
2021/12/9 19:30,7.7,39584.16,297,-6.1,67,825,9.1,60205,58275
2021/12/9 19:45,7.7,39994.78,299,-6.2,67,826,8.9,61781,61714
2021/12/9 20:00,7.8,40405.4,300,-6.4,67,826,8.6,58095,61222
2021/12/9 20:15,7.9,40846.4,301,-6.6,67,826,9,58914,55864
2021/12/9 20:30,8,41318.76,302,-6.7,66,826,7.9,49249,58230
2021/12/9 20:45,8.2,41792.1,303,-6.9,66,826,7,39366,51755
2021/12/9 21:00,8.3,42264.46,304,-7,65,826,7.2,40365,40279
2021/12/9 21:15,8.4,42718.2,305,-7.1,65,826,6.8,37074,37912
2021/12/9 21:30,8.5,43154.3,305,-7.2,64,826,5.6,24868,34831
2021/12/9 21:45,8.7,43589.42,306,-7.3,64,826,5.3,23453,25811
2021/12/9 22:00,8.7,44025.52,307,-7.4,63,826,6.5,34409,19559
2021/12/9 22:15,8.8,44255.82,307,-7.4,63,826,7.2,41016,29562
2021/12/9 22:30,8.8,44280.32,308,-7.5,63,826,8.2,54700,37198
2021/12/9 22:45,8.8,44305.8,309,-7.6,63,826,9,55918,51086
2021/12/9 23:00,8.8,44330.3,309,-7.7,63,826,9.2,58503,56534
2021/12/9 23:15,8.8,44208.78,310,-7.7,63,826,9.3,62910,58990
2021/12/9 23:30,8.8,43940.26,311,-7.8,64,826,8.2,55223,59525
2021/12/9 23:45,8.8,43670.76,312,-7.9,64,827,8.3,55728,60195
2021/12/10 0:00,8.8,47554.5,305,-7.3,63,826,8,53886,57114
2021/12/10 0:15,8.8,47593.7,305,-7.5,63,826,7.9,51187,54613
2021/12/10 0:30,8.8,47529.02,306,-7.6,64,826,7.7,48450,49835
2021/12/10 0:45,8.8,47465.32,308,-7.7,64,826,7.1,42624,48898
2021/12/10 1:00,8.8,47400.64,309,-7.8,65,826,6.8,38591,41976
2021/12/10 1:15,8.9,47048.82,310,-8,65,826,6.5,35566,36975
2021/12/10 1:30,8.8,46409.86,311,-8.2,66,826,6.5,36978,33447
2021/12/10 1:45,8.8,45770.9,312,-8.3,67,827,6.8,40012,35456
2021/12/10 2:00,8.7,45131.94,314,-8.5,68,827,6.2,31569,42021
2021/12/10 2:15,8.6,44545.9,315,-8.7,69,827,5.7,25964,32688
2021/12/10 2:30,8.5,44011.8,316,-8.9,70,827,6.4,31551,26302
2021/12/10 2:45,8.4,43477.7,317,-9,72,827,7,40849,28892
2021/12/10 3:00,8.4,42943.6,319,-9.2,73,827,6.1,29840,40190
2021/12/10 3:15,8.3,42599.62,319,-9.3,74,827,5.5,22235,27731
2021/12/10 3:30,8.3,42443.8,320,-9.4,75,827,5.3,23642,21524
2021/12/10 3:45,8.3,42287.98,321,-9.4,76,827,5.5,22639,20095
2021/12/10 4:00,8.3,42132.16,322,-9.5,77,827,5.4,21046,24426
2021/12/10 4:15,8.3,41701.94,323,-9.5,77,827,4.8,16949,20631
2021/12/10 4:30,8.2,40996.34,323,-9.6,78,827,4.7,16126,14915
2021/12/10 4:45,8.1,40290.74,324,-9.7,78,827,6.1,31411,15138
2021/12/10 5:00,8,39585.14,324,-9.8,79,827,5.9,29298,26882
2021/12/10 5:15,8,38825.64,325,-9.8,79,827,4.3,13669,32018
2021/12/10 5:30,7.7,38012.24,326,-9.8,79,827,5.1,19360,14558
2021/12/10 5:45,7.5,37198.84,328,-9.9,79,827,5.5,26642,16433
2021/12/10 6:00,7.3,36385.44,330,-9.9,79,827,6.3,35606,23042
2021/12/10 6:15,7.1,35446.6,331,-10,79,827,6.6,39418,34742
2021/12/10 6:30,6.9,34381.34,330,-10.1,80,827,5.1,22028,37734
2021/12/10 6:45,6.6,33316.08,331,-10.3,80,828,5.8,29684,21836
2021/12/10 7:00,6.4,32250.82,331,-10.4,81,828,6.4,33086,29428
2021/12/10 7:15,6.3,30980.74,331,-10.5,81,828,6.8,41171,31839
2021/12/10 7:30,6.4,29505.84,332,-10.5,80,828,6.2,32139,38895
2021/12/10 7:45,6.3,28031.92,333,-10.5,80,829,6.5,34588,32152
2021/12/10 8:00,6.4,26557.02,333,-10.5,79,829,6.9,41716,34429
2021/12/10 8:15,6.6,25550.56,334,-10.2,77,829,7.1,44529,38805
2021/12/10 8:30,6.8,25011.56,335,-9.7,74,829,7.4,47540,45995
2021/12/10 8:45,7.1,24471.58,337,-9.1,70,830,7.2,45032,46977
2021/12/10 9:00,7.4,23932.58,338,-8.6,67,830,7.3,46880,47290
2021/12/10 9:15,7.3,22327.34,337,-8,64,830,7.6,50461,46620
2021/12/10 9:30,6.8,19654.88,336,-7.3,61,830,7,42730,46843
2021/12/10 9:45,6.4,16983.4,334,-6.6,58,831,7.3,47749,40279
2021/12/10 10:00,6,14310.94,332,-5.9,55,831,6.6,39216,43985
2021/12/10 10:15,5.7,12107.9,332,-5.3,52,831,6.5,31766,42467
2021/12/10 10:30,5.4,10372.32,332,-4.7,49,831,6.2,29486,31661
2021/12/10 10:45,5.2,9656.880886,334,-4,46,831,6.1,28280,29205
2021/12/10 11:00,5,9519.629364,335,-3.4,43,831,5.7,22952,28758
2021/12/10 11:15,4.6,9599.453809,336,-2.9,40,831,5.1,18810,26123
2021/12/10 11:30,4.3,9680.252629,335,-2.4,38,831,4.4,12652,18800
2021/12/10 11:45,4,9534.853792,335,-2,35,830,3.5,7908,11610
2021/12/10 12:00,3.7,9804.18735,334,-1.5,33,830,4,9643,8440
2021/12/10 12:15,3.4,9622.255572,333,-1.2,32,830,3.7,8114,9735
2021/12/10 12:30,3,9823.380255,333,-1,31,830,3.7,7433,6609
2021/12/10 12:45,2.8,9842.382683,333,-0.7,30,830,3,3806,8127
2021/12/10 13:00,2.5,9701.634696,331,-0.5,29,830,2.2,422,3885
2021/12/10 13:15,2.3,9648.696984,329,-0.4,28,830,2.2,188,89
2021/12/10 13:30,2.1,9635.700068,329,-0.4,28,830,1.9,-83,-134
2021/12/10 13:45,1.9,9596.308026,325,-0.4,28,830,1.7,-50,-491
2021/12/10 14:00,1.7,9884.523036,324,-0.4,28,830,1.6,-61,-491
2021/12/10 14:15,1.6,9510.070609,320,-0.5,28,830,1.4,-41,-447
2021/12/10 14:30,1.4,9545.895881,315,-0.6,28,830,1.6,-77,-447
2021/12/10 14:45,1.2,9563.607149,305,-0.7,29,830,1.9,-106,-491
2021/12/10 15:00,1.1,9824.66249,297,-0.8,29,830,2.1,1,-447
2021/12/10 15:15,1,9747.751268,287,-1.2,30,830,2.1,-116,-536
2021/12/10 15:30,1.1,9791.296499,275,-1.8,32,830,2,-137,-447
2021/12/10 15:45,1.2,9686.210906,270,-2.5,34,830,1.6,-134,-536
2021/12/10 16:00,1.3,9713.378681,266,-3.1,36,830,1.8,-111,-536
2021/12/10 16:15,1.3,9535.956733,257,-3.8,39,830,2.3,15,-536
2021/12/10 16:30,1.4,9590.918776,245,-4.7,42,830,2.6,414,-536
2021/12/10 16:45,1.7,9698.630472,237,-5.5,45,830,2.8,1317,-134
2021/12/10 17:00,1.8,10875.06,229,-6.4,48,830,2.9,2389,581
2021/12/10 17:15,2,11784.5,225,-7,51,830,2.6,2089,1831
2021/12/10 17:30,2.1,12691.98,223,-7.3,52,830,2.9,2155,1786
2021/12/10 17:45,2.2,13598.48,219,-7.6,53,830,3.2,3330,1742
2021/12/10 18:00,2.3,14505.96,218,-7.9,54,830,4.2,9582,2590
2021/12/10 18:15,2.4,15464.4,218,-8.2,54,830,5.1,18037,7770
2021/12/10 18:30,2.5,16473.8,223,-8.4,55,830,5.4,21186,16165
2021/12/10 18:45,2.5,17483.2,228,-8.6,55,830,5.3,20087,21167
2021/12/10 19:00,2.6,18492.6,233,-8.8,56,830,4.8,17373,20095
2021/12/10 19:15,2.8,19516.7,235,-8.9,56,830,4.5,14136,17326
2021/12/10 19:30,3.1,20556.48,238,-9,57,830,4.6,14720,12771
2021/12/10 19:45,3.2,21595.28,240,-9.1,57,830,4.9,17722,14826
2021/12/10 20:00,3.5,22635.06,243,-9.2,58,830,5.2,21023,17460
2021/12/10 20:15,3.7,23805.18,244,-9.3,58,830,5.3,21969,20988
2021/12/10 20:30,3.9,25105.64,247,-9.3,58,830,5.4,23774,20541
2021/12/10 20:45,4.2,26406.1,249,-9.3,59,830,5.2,20177,23578
2021/12/10 21:00,4.4,27706.56,252,-9.3,59,830,5.2,20545,20497
2021/12/10 21:15,4.6,29032.5,252,-9.3,59,830,5.1,22291,20095
2021/12/10 21:30,4.9,30382.94,253,-9.2,60,830,4.8,20024,21702
2021/12/10 21:45,5.2,31734.36,253,-9.2,61,830,5.1,22911,21033
2021/12/10 22:00,5.5,33084.8,254,-9.1,62,830,6.1,28133,21077
2021/12/10 22:15,5.8,34438.18,255,-9,62,830,6.5,33894,26034
2021/12/10 22:30,6.1,35794.5,257,-8.9,61,830,6.4,32391,35144
2021/12/10 22:45,6.4,37150.82,257,-8.7,61,830,6.1,30460,31973
2021/12/10 23:00,6.6,38507.14,259,-8.6,60,830,6.1,29090,30589
2021/12/10 23:15,6.7,39581.22,259,-8.4,60,830,6.2,29783,29115
2021/12/10 23:30,6.8,40373.06,259,-8.3,60,830,5.9,25812,27016
2021/12/10 23:45,6.8,41165.88,258,-8.2,59,830,5.9,26170,26302
2021/12/11 0:00,6.7,43691.34,260,-8.2,60,829,6.5,32551,24159
2021/12/11 0:15,6.7,44542.96,259,-8.2,60,829,7.1,39459,30455
2021/12/11 0:30,6.8,45194.66,258,-8.1,60,829,7.4,46380,37421
2021/12/11 0:45,6.9,45847.34,257,-8.1,60,829,7.2,42457,48004
2021/12/11 1:00,7,46499.04,256,-8,60,829,7.5,45504,41485
2021/12/11 1:15,7,47021.38,255,-8,60,829,8,52800,46575
2021/12/11 1:30,7,47413.38,256,-8,60,829,8.8,56686,50193
2021/12/11 1:45,7,47804.4,256,-8,60,829,8.8,56102,49880
2021/12/11 2:00,7,48196.4,257,-8,60,829,8.9,55812,56400
2021/12/11 2:15,7.1,48813.8,258,-7.9,60,829,9,55869,56444
2021/12/11 2:30,7.3,49656.6,260,-7.8,60,829,8.4,55462,55373
2021/12/11 2:45,7.5,50498.42,261,-7.7,60,828,8.3,53761,54703
2021/12/11 3:00,7.8,51341.22,263,-7.6,60,828,7.5,46270,54167
2021/12/11 3:15,7.9,52119.34,264,-7.5,60,828,7.5,46770,45370
2021/12/11 3:30,8.2,52833.76,267,-7.3,60,828,7.8,48644,42824
2021/12/11 3:45,8.4,53547.2,269,-7.2,61,828,7.8,51393,46665
2021/12/11 4:00,8.7,54261.62,271,-7,61,828,7.9,49142,49880
2021/12/11 4:15,8.9,54797.68,272,-6.8,62,828,8.2,52281,53944
2021/12/11 4:30,9,55102.02329,274,-6.7,63,828,8,53838,48451
2021/12/11 4:45,9.2,55387.44381,275,-6.6,64,828,9.3,56264,50416
2021/12/11 5:00,9.4,55228.23347,277,-6.5,65,828,8.5,56422,55417
2021/12/11 5:15,9.5,55251.38837,278,-6.6,66,828,8.3,52938,54479
2021/12/11 5:30,9.7,55280.74597,281,-6.7,67,828,8.5,52408,52693
2021/12/11 5:45,9.8,55396.76649,282,-6.9,68,828,8,50122,52827
2021/12/11 6:00,10,55484.81793,284,-7,69,828,7.9,50327,44566
2021/12/11 6:15,10.1,55105.18942,287,-7.2,71,828,8.1,52309,48406
2021/12/11 6:30,10.1,55403.14284,288,-7.5,72,828,8.4,54825,53899
2021/12/11 6:45,10.1,55119.41723,290,-7.8,73,828,7.2,40363,53274
2021/12/11 7:00,10.1,55349.03483,292,-8.1,74,828,7.2,45310,45638
2021/12/11 7:15,10.2,55356.07604,293,-8.3,75,828,8.1,51433,43092
2021/12/11 7:30,10.3,55148.99858,294,-8.4,75,828,8.4,52913,46977
2021/12/11 7:45,10.4,55338.69299,295,-8.5,76,828,8.5,52363,55328
2021/12/11 8:00,10.5,55244.60195,296,-8.6,76,828,8.1,54022,54301
2021/12/11 8:15,10.4,55226.11507,297,-8.6,76,828,8.6,55407,48987
2021/12/11 8:30,10.2,54907.44,297,-8.5,75,828,9.3,56288,55417
2021/12/11 8:45,10,54334.14,297,-8.3,74,828,8.8,55495,54078
2021/12/11 9:00,9.7,53759.86,297,-8.2,73,828,7.7,48286,54971
2021/12/11 9:15,9.7,53551.12,297,-8,72,828,8,49962,46486
2021/12/11 9:30,9.7,53706.94,298,-7.8,71,828,9.2,53360,48272
2021/12/11 9:45,9.7,53863.74,298,-7.7,70,828,9.2,52699,50996
2021/12/11 10:00,9.7,54019.56,299,-7.5,69,828,8.9,50267,52023
2021/12/11 10:15,9.7,54278.28,299,-7.3,68,828,8.9,49567,50237
2021/12/11 10:30,9.8,54638.92,299,-7.2,67,828,9.2,50390,49567
2021/12/11 10:45,9.8,55431.31648,299,-7,67,828,9.8,49794,49344
2021/12/11 11:00,9.9,55351.88269,300,-6.9,66,828,10.7,50559,47736
2021/12/11 11:15,9.8,55475.83626,299,-6.8,66,828,11.8,50552,49344
2021/12/11 11:30,9.8,55466.2357,298,-6.7,65,828,11.9,49101,48764
2021/12/11 11:45,9.6,55335.94984,298,-6.6,64,828,11.9,50272,49567
2021/12/11 12:00,9.5,55257.3558,297,-6.5,63,828,11.9,48512,48451
2021/12/11 12:15,9.4,55269.88062,296,-6.5,62,828,12.1,49887,48853
2021/12/11 12:30,9.5,55115.84516,295,-6.5,61,828,12.3,51740,48987
2021/12/11 12:45,9.4,55212.62552,294,-6.5,60,827,11.8,50085,48094
2021/12/11 13:00,9.5,55321.39738,293,-6.5,59,827,11.8,49398,48049
2021/12/11 13:15,9.5,55099.64292,293,-6.6,59,827,11.3,51520,49255
2021/12/11 13:30,9.5,55204.66114,294,-6.8,58,827,11.8,51752,47692
2021/12/11 13:45,9.6,55297.63951,294,-6.9,58,827,12,49841,48674
2021/12/11 14:00,9.7,55367.39334,294,-7.1,57,827,12.6,49660,48228
2021/12/11 14:15,9.6,55209.49118,295,-7.3,57,827,11.9,50676,48853
2021/12/11 14:30,9.5,55451.54995,295,-7.5,57,827,12.1,50206,50326
2021/12/11 14:45,9.3,55232.7511,295,-7.8,56,827,13.7,50804,48898
2021/12/11 15:00,9.2,55445.8088,295,-8,56,827,13.3,51465,50282
2021/12/11 15:15,9.1,55122.93225,295,-8.2,56,827,12.9,52061,50996
2021/12/11 15:30,9.2,55141.43665,296,-8.5,56,827,11.9,54478,50952
2021/12/11 15:45,9.3,55397.92271,295,-8.8,57,827,11.8,53603,52202
2021/12/11 16:00,9.4,55243.11781,296,-9.1,57,827,11.7,56156,53408
2021/12/11 16:15,9.5,55287.55999,296,-9.5,57,827,9.9,52999,53720
2021/12/11 16:30,9.5,55345.50576,297,-9.8,58,827,10.3,57954,54837
2021/12/11 16:45,9.7,55105.54885,297,-10.1,59,828,10.8,55974,57025
2021/12/11 17:00,9.7,55255.4323,298,-10.4,60,828,10.2,56082,55998
2021/12/11 17:15,9.8,55183.49263,298,-10.7,60,828,10.9,56990,54658
2021/12/11 17:30,9.8,55199.9386,299,-10.9,61,828,11.9,57073,56935
2021/12/11 17:45,9.8,55210.68896,299,-11.2,62,828,11.3,56695,55819
2021/12/11 18:00,9.9,55116.04308,300,-11.4,63,828,10.7,56560,57516
2021/12/11 18:15,9.9,55155.32739,300,-11.6,63,828,11.8,58135,55908
2021/12/11 18:30,9.9,55122.3356,301,-11.7,63,828,9.9,56805,56132
2021/12/11 18:45,10,55263.56446,302,-11.9,64,828,10.7,56010,55685
2021/12/11 19:00,10,55305.42545,303,-12,64,828,10.1,55928,56802
2021/12/11 19:15,10.1,55196.32431,304,-12.2,64,828,9.9,56776,56935
2021/12/11 19:30,10.1,55322.74894,305,-12.3,63,828,10.3,56761,56534
2021/12/11 19:45,10.2,55287.20193,306,-12.4,62,829,11,57517,55239
2021/12/11 20:00,10.2,55415.47683,307,-12.5,61,829,10,57256,54301
2021/12/11 20:15,10.2,55189.08948,308,-12.6,61,829,9.4,55443,55328
2021/12/11 20:30,10,55481.90403,308,-12.7,61,829,8.6,57098,55328
2021/12/11 20:45,9.7,54937.82,310,-12.8,60,829,7.6,49289,53899
2021/12/11 21:00,9.5,54626.18,310,-12.9,60,829,8.2,52774,44655
2021/12/11 21:15,9.3,53920.58,310,-13.1,60,829,7.8,51115,51532
2021/12/11 21:30,8.9,52820.04,310,-13.2,60,829,7.3,45122,48496
2021/12/11 21:45,8.6,51720.48,311,-13.3,59,829,7,38495,48183
2021/12/11 22:00,8.2,50619.94,311,-13.4,59,829,7,41459,41038
2021/12/11 22:15,8,49571.34,311,-13.5,59,829,6.2,30323,37778
2021/12/11 22:30,7.8,48573.7,313,-13.6,59,829,5,18542,32375
2021/12/11 22:45,7.6,47576.06,314,-13.7,59,829,4.7,16793,21345
2021/12/11 23:00,7.4,46578.42,316,-13.8,59,829,6.8,35247,15629
2021/12/11 23:15,7.4,45745.42,316,-13.9,59,829,6,26333,30410
2021/12/11 23:30,7.4,45076.08,317,-14,60,829,6.1,28479,26927
2021/12/11 23:45,7.3,44406.74,318,-14.1,61,829,7.7,48883,24784
2021/12/12 0:00,8,45141.74,317,-14.3,67,829,7.1,41399,52068
2021/12/12 0:15,8.1,44897.72,318,-14.4,67,829,7.5,45362,40994
2021/12/12 0:30,8.1,44944.76,318,-14.5,67,829,7.5,47884,39743
2021/12/12 0:45,8.3,44990.82,319,-14.6,66,829,6.6,35513,46754
2021/12/12 1:00,8.4,45037.86,320,-14.7,66,829,8,54289,36528
2021/12/12 1:15,8.5,45271.1,320,-14.8,66,829,8.1,52342,46531
2021/12/12 1:30,8.5,45690.54,321,-15,66,829,8.4,53175,54301
2021/12/12 1:45,8.7,46109.98,321,-15.2,65,829,9.2,57718,52827
2021/12/12 2:00,8.7,46529.42,321,-15.4,65,829,9.8,56889,55507
2021/12/12 2:15,8.7,47026.28,321,-15.6,65,829,10.1,56670,55373
2021/12/12 2:30,8.9,47600.56,321,-15.7,64,829,10.5,58046,54345
2021/12/12 2:45,8.9,48173.86,320,-15.9,64,829,11.2,56075,56623
2021/12/12 3:00,9.1,48748.14,320,-16,63,829,11.2,57791,55864
2021/12/12 3:15,9.2,49387.1,320,-16.2,63,829,10.6,57296,54390
2021/12/12 3:30,9.3,50090.74,320,-16.3,62,829,10.9,59542,53854
2021/12/12 3:45,9.4,50793.4,319,-16.4,62,829,11.1,60156,53899
2021/12/12 4:00,9.5,51497.04,319,-16.5,61,829,10.7,60382,55239
2021/12/12 4:15,9.6,52132.08,318,-16.6,61,829,10.3,58682,55551
2021/12/12 4:30,9.7,52699.5,318,-16.7,61,829,10.2,60121,57069
2021/12/12 4:45,9.8,53266.92,318,-16.8,60,828,9.3,55735,55596
2021/12/12 5:00,9.9,53834.34,317,-16.9,60,828,9.7,59086,52425
2021/12/12 5:15,10,54225.36,317,-16.9,60,828,10.4,58762,51488
2021/12/12 5:30,10,54441.94,317,-17,60,828,10.3,57827,53899
2021/12/12 5:45,10.1,54657.54,317,-17.1,60,829,10,58597,54792
2021/12/12 6:00,10.1,54874.12,317,-17.2,60,829,9.5,57875,56221
2021/12/12 6:15,10.1,54968.2,317,-17.2,60,829,9.8,58351,53184
2021/12/12 6:30,10,54939.78,317,-17.3,59,829,9.9,57359,55149
2021/12/12 6:45,10,54912.34,317,-17.4,59,829,10.3,59947,54926
2021/12/12 7:00,9.9,54883.92,317,-17.5,58,829,9.9,55382,55373
2021/12/12 7:15,9.9,54611.48,317,-17.5,58,829,10.3,58370,56266
2021/12/12 7:30,9.8,54094.04,318,-17.5,57,829,10.7,61345,55328
2021/12/12 7:45,9.8,53576.6,318,-17.5,56,829,10.2,57668,55417
2021/12/12 8:00,9.8,53059.16,318,-17.5,55,829,10,58567,56042
2021/12/12 8:15,9.4,51569.56,318,-17.3,54,829,9.8,55674,56668
2021/12/12 8:30,8.8,49107.8,317,-17,52,829,9.7,54610,53095
2021/12/12 8:45,8.2,46647.02,316,-16.7,51,830,8.8,55120,54792
2021/12/12 9:00,7.6,44185.26,315,-16.4,49,830,9.1,53894,53676
2021/12/12 9:15,7.4,43160.18,314,-16.1,48,830,8.4,52426,52649
2021/12/12 9:30,7.5,43571.78,314,-15.8,47,830,8.1,46919,52515
2021/12/12 9:45,7.6,43984.36,314,-15.5,46,830,8.1,49829,52515
2021/12/12 10:00,7.8,44395.96,314,-15.2,45,830,7.4,45772,51086
2021/12/12 10:15,7.9,44960.44,313,-14.8,44,830,7.6,47271,45236
2021/12/12 10:30,8,45678.78,313,-14.5,43,830,8,50071,44164
2021/12/12 10:45,8.2,46396.14,313,-14.2,42,830,8.1,48957,48451
2021/12/12 11:00,8.3,47114.48,313,-13.9,41,830,8.6,50907,49299
2021/12/12 11:15,8.5,47734.82,312,-13.6,41,830,9.9,49891,48540
2021/12/12 11:30,8.6,48258.14,311,-13.4,41,830,11.3,49517,51175
2021/12/12 11:45,8.7,48782.44,310,-13.2,41,830,9.3,50860,49612
2021/12/12 12:00,8.7,49305.76,309,-13,41,830,8.7,47780,49567
2021/12/12 12:15,8.9,49654.64,308,-12.8,41,830,8.9,50426,48228
2021/12/12 12:30,8.9,49828.1,307,-12.7,41,830,9.6,48572,50594
2021/12/12 12:45,8.9,50001.56,306,-12.5,41,829,10.2,49582,47960
2021/12/12 13:00,9,50175.02,305,-12.4,41,829,9.2,48913,49478
2021/12/12 13:15,8.9,50323,305,-12.3,41,829,9.4,50927,49076
2021/12/12 13:30,8.8,50447.46,304,-12.3,41,829,9.2,49690,50193
2021/12/12 13:45,8.9,50571.92,304,-12.2,42,829,9.6,50798,49433
2021/12/12 14:00,8.9,50696.38,304,-12.2,42,829,9.6,51022,50371
2021/12/12 14:15,8.9,50832.6,304,-12.2,42,829,9.4,51221,50326
2021/12/12 14:30,8.8,50982.54,303,-12.3,43,829,8.9,50722,50594
2021/12/12 14:45,8.8,51131.5,303,-12.4,44,828,9.2,51341,51354
2021/12/12 15:00,8.8,51281.44,302,-12.5,45,828,8.8,53769,49433
2021/12/12 15:15,8.8,51635.22,302,-12.6,46,828,9.2,52852,50862
2021/12/12 15:30,8.9,52192.84,303,-12.8,47,828,9,53060,52649
2021/12/12 15:45,9,52750.46,302,-13,48,828,9.6,55729,52023
2021/12/12 16:00,9.1,53308.08,302,-13.2,49,828,9,54393,53184
2021/12/12 16:15,9.3,54180.28,303,-13.4,49,828,9,57895,53944
2021/12/12 16:30,9.7,55457.3737,304,-13.7,50,828,10.3,57156,56935
2021/12/12 16:45,10.1,55161.821,304,-13.9,50,828,10.4,58802,55328
2021/12/12 17:00,10.5,55394.88396,305,-14.2,51,828,10.7,59325,56534
2021/12/12 17:15,10.8,55418.35592,305,-14.3,51,828,11.1,57250,56534
2021/12/12 17:30,11,55113.19803,305,-14.3,50,828,11,57723,56802
2021/12/12 17:45,11.2,55129.77642,306,-14.4,50,828,11.5,59570,59034
2021/12/12 18:00,11.5,55281.79361,306,-14.4,49,828,11.3,61141,59615
2021/12/12 18:15,11.8,55477.38585,306,-14.4,49,828,11.5,61638,60017
2021/12/12 18:30,11.9,55261.87855,306,-14.4,48,828,11.4,59916,63009
2021/12/12 18:45,12.1,55230.69375,307,-14.4,47,827,11.2,59768,60999
2021/12/12 19:00,12.3,55196.41975,307,-14.4,46,827,11.2,59285,58543
2021/12/12 19:15,12.3,55135.17958,307,-14.4,46,827,11.7,58957,58454
2021/12/12 19:30,12.4,55433.08105,308,-14.4,46,827,12.3,58357,56846
2021/12/12 19:45,12.4,55264.81282,308,-14.5,45,827,13,58072,57605
2021/12/12 20:00,12.5,55234.46771,308,-14.5,45,827,12.5,59448,57114
2021/12/12 20:15,12.4,55319.27181,308,-14.5,45,827,12.7,60153,58275
2021/12/12 20:30,12.2,55328.40964,308,-14.5,45,827,12.2,59013,58856
2021/12/12 20:45,12.1,55279.45843,308,-14.5,44,827,10.7,58694,57829
2021/12/12 21:00,12,55399.67657,308,-14.5,44,827,12.2,57193,59168
2021/12/12 21:15,11.7,55103.15658,308,-14.5,44,827,10.5,58413,57829
2021/12/12 21:30,11.5,55475.28136,309,-14.5,44,827,9.9,57055,58543
2021/12/12 21:45,11.4,55324.15359,309,-14.6,44,826,10.2,57850,56623
2021/12/12 22:00,11.2,55365.61012,309,-14.6,44,826,9.1,50004,55685
2021/12/12 22:15,10.9,55206.39029,309,-14.6,44,826,9.6,55004,54613
2021/12/12 22:30,10.7,55414.67008,309,-14.6,44,826,9.1,48482,52917
2021/12/12 22:45,10.5,55379.22619,308,-14.6,45,826,8.7,59931,47870
2021/12/12 23:00,10.3,55257.85842,308,-14.6,45,826,9.7,71142,56891
2021/12/12 23:15,10.1,54966.24,308,-14.6,45,826,9.1,71109,64527
2021/12/12 23:30,9.9,54124.42,307,-14.6,45,826,8.1,59319,71984
2021/12/12 23:45,9.7,53282.6,306,-14.5,44,826,7.1,45334,61446
2021/12/13 0:00,9.5,49417.48,305,-14.7,46,826,7.2,45864,48496
2021/12/13 0:15,9.4,48719.72,304,-14.7,46,826,7,43860,39922
2021/12/13 0:30,9.2,48156.22,303,-14.7,46,826,7.5,48668,41931
2021/12/13 0:45,9.1,47592.72,302,-14.7,46,826,7.2,47181,44432
2021/12/13 1:00,8.9,47029.22,301,-14.7,46,826,6.9,40890,43941
2021/12/13 1:15,8.8,46759.72,300,-14.7,46,826,6.7,39263,41931
2021/12/13 1:30,8.7,46784.22,299,-14.7,46,826,6.1,32148,43851
2021/12/13 1:45,8.5,46809.7,297,-14.7,45,825,6.3,33052,33357
2021/12/13 2:00,8.5,46834.2,296,-14.7,45,825,6.8,42502,34652
2021/12/13 2:15,8.4,47023.34,295,-14.7,45,825,5.9,30641,44477
2021/12/13 2:30,8.4,47376.14,293,-14.6,45,825,6.3,32905,29071
2021/12/13 2:45,8.3,47727.96,293,-14.6,44,824,6.3,34956,28401
2021/12/13 3:00,8.4,48080.76,291,-14.5,44,824,6.2,34897,31750
